Uniprot_ID	KEGG_rno
A0A8I6AGG6	NA
A0A8I6AGG8	NA
A0A8I6AGG9	NA
A0A8I6AGH4	NA
A0A8I6AGH5	NA
A0A8I6AGH6	NA
A0A8I6AGI2	NA
A0A8I6AGI6	rno:102552823
A0A8I6AGJ0	NA
A0A8I6AGJ2	NA
A0A8I6AGJ8	NA
A0A8I6AGK8	NA
A0A8I6AGL2	NA
A0A8I6AGL7	NA
A0A8I6AGL8	NA
A0A8I6AGM2	NA
A0A8I6AGM5	NA
A0A8I6AGM6	NA
A0A8I6AGN0	NA
A0A8I6AGN2	NA
A0A8I6AGN4	NA
A0A8I6AGN8	NA
A0A8I6AGP2	NA
A0A8I6AGP9	NA
A0A8I6AGQ1	NA
A0A8I6AGQ2	NA
A0A8I6AGQ4	NA
A0A8I6AGQ5	NA
A0A8I6AGQ7	NA
A0A8I6AGR2	NA
A0A8I6AGR3	NA
A0A8I6AGS1	NA
A0A8I6AGS3	NA
A0A8I6AGS4	NA
A0A8I6AGS6	NA
A0A8I6AGS9	rno:405943
A0A8I6AGT4	NA
A0A8I6AGT7	NA
A0A8I6AGT8	NA
A0A8I6AGU2	NA
A0A8I6AGU3	NA
A0A8I6AGU4	NA
A0A8I6AGU9	NA
A0A8I6AGV0	NA
A0A8I6AGV2	NA
A0A8I6AGV3	NA
A0A8I6AGV7	NA
A0A8I6AGW5	NA
A0A8I6AGX3	NA
A0A8I6AGX4	rno:301543
A0A8I6AGX5	rno:361682
A0A8I6AGX8	NA
A0A8I6AGY1	NA
A0A8I6AGY2	rno:292563
A0A8I6AGY6	rno:100361944
A0A8I6AGZ0	NA
A0A8I6AGZ1	NA
A0A8I6AGZ3	NA
A0A8I6AGZ4	rno:499874
A0A8I6AGZ6	NA
A0A8I6AGZ8	NA
A0A8I6AH01	NA
A0A8I6AH03	NA
A0A8I6AH04	NA
A0A8I6AH07	NA
A0A8I6AH08	NA
A0A8I6AH09	NA
A0A8I6AH14	rno:288798
A0A8I6AH15	NA
A0A8I6AH17	NA
A0A8I6AH19	NA
A0A8I6AH23	NA
A0A8I6AH27	NA
A0A8I6AH29	NA
A0A8I6AH34	NA
A0A8I6AH38	NA
A0A8I6AH43	NA
A0A8I6AH45	NA
A0A8I6AH52	NA
A0A8I6AH65	NA
A0A8I6AH74	NA
A0A8I6AH77	NA
A0A8I6AH81	NA
A0A8I6AH82	NA
A0A8I6AH84	NA
A0A8I6AH85	NA
A0A8I6AH87	NA
A0A8I6AH91	NA
A0A8I6AH92	NA
A0A8I6AH93	NA
A0A8I6AHA0	NA
A0A8I6AHA2	NA
A0A8I6AHA4	NA
A0A8I6AHA7	NA
A0A8I6AHB2	NA
A0A8I6AHC0	NA
A0A8I6AHC5	NA
A0A8I6AHC7	rno:494288
A0A8I6AHC8	NA
A0A8I6AHD6	NA
A0A8I6AHD7	NA
A0A8I6AHE0	NA
A0A8I6AHE3	NA
A0A8I6AHE9	NA
A0A8I6AHF0	NA
A0A8I6AHF3	NA
A0A8I6AHF4	NA
A0A8I6AHF8	rno:679990
A0A8I6AHG1	NA
A0A8I6AHG7	NA
A0A8I6AHH1	NA
A0A8I6AHH2	NA
A0A8I6AHH3	NA
A0A8I6AHH5	NA
A0A8I6AHH8	NA
A0A8I6AHI6	NA
A0A8I6AHJ4	NA
A0A8I6AHJ6	NA
A0A8I6AHJ7	NA
A0A8I6AHJ8	NA
A0A8I6AHK3	NA
A0A8I6AHK4	NA
A0A8I6AHK5	NA
A0A8I6AHL1	NA
A0A8I6AHL4	NA
A0A8I6AHL7	NA
A0A8I6AHM4	NA
A0A8I6AHM5	NA
A0A8I6AHM6	NA
A0A8I6AHM7	NA
A0A8I6AHM8	NA
A0A8I6AHN0	NA
A0A8I6AHN3	rno:405098
A0A8I6AHN9	rno:103691238
A0A8I6AHP0	NA
A0A8I6AHP3	NA
A0A8I6AHP4	NA
A0A8I6AHP8	NA
A0A8I6AHQ3	NA
A0A8I6AHQ7	NA
A0A8I6AHQ8	NA
A0A8I6AHR2	NA
A0A8I6AHR6	NA
A0A8I6AHR7	NA
A0A8I6AHR9	rno:405265
A0A8I6AHS1	NA
A0A8I6AHS2	NA
A0A8I6AHS5	NA
A0A8I6AHS8	NA
A0A8I6AHT6	NA
A0A8I6AHU0	NA
A0A8I6AHU1	rno:405041
A0A8I6AHU3	NA
A0A8I6AHU4	NA
A0A8I6AHU6	NA
A0A8I6AHU7	NA
A0A8I6AHV1	NA
A0A8I6AHW3	NA
A0A8I6AHW6	NA
A0A8I6AHW7	rno:684800
A0A8I6AHW8	NA
A0A8I6AHX3	NA
A0A8I6AHX6	NA
A0A8I6AHX7	NA
A0A8I6AHY3	NA
A0A8I6AHY4	NA
A0A8I6AHZ4	NA
A0A8I6AHZ8	NA
A0A8I6AI01	NA
A0A8I6AI03	NA
A0A8I6AI04	NA
A0A8I6AI07	NA
A0A8I6AI08	NA
A0A8I6AI09	NA
A0A8I6AI10	rno:298394
A0A8I6AI15	NA
A0A8I6AI16	NA
A0A8I6AI20	NA
A0A8I6AI21	NA
A0A8I6AI23	NA
A0A8I6AI25	NA
A0A8I6AI27	NA
A0A8I6AI31	NA
A0A8I6AI33	NA
A0A8I6AI34	rno:404974
A0A8I6AI39	NA
A0A8I6AI42	NA
A0A8I6AI45	NA
A0A8I6AI46	rno:404994
A0A8I6AI52	NA
A0A8I6AI53	NA
A0A8I6AI58	NA
A0A8I6AI62	NA
A0A8I6AI64	NA
A0A8I6AI66	NA
A0A8I6AI68	NA
A0A8I6AI71	NA
A0A8I6AI72	rno:404815
A0A8I6AI77	NA
A0A8I6AI78	NA
A0A8I6AI81	NA
A0A8I6AI82	NA
A0A8I6AI83	NA
A0A8I6AI87	NA
A0A8I6AI88	rno:296733
A0A8I6AI91	NA
A0A8I6AI93	NA
A0A8I6AI94	NA
A0A8I6AI95	rno:296667
A0A8I6AI97	NA
A0A8I6AI98	NA
A0A8I6AIA2	NA
A0A8I6AIA6	NA
A0A8I6AIB2	NA
A0A8I6AIB3	NA
A0A8I6AIB4	rno:405965
A0A8I6AIB8	rno:680155
A0A8I6AIC0	NA
A0A8I6AIC2	NA
A0A8I6AIC3	NA
A0A8I6AIC8	NA
A0A8I6AID0	NA
A0A8I6AID1	NA
A0A8I6AID5	NA
A0A8I6AID9	NA
A0A8I6AIE2	NA
A0A8I6AIE3	NA
A0A8I6AIF1	NA
A0A8I6AIF3	NA
A0A8I6AIF4	rno:293421
A0A8I6AIF8	NA
A0A8I6AIG0	NA
A0A8I6AIG1	NA
A0A8I6AIG3	NA
A0A8I6AIG9	NA
A0A8I6AIH0	NA
A0A8I6AIH1	NA
A0A8I6AIH4	NA
A0A8I6AIH9	NA
A0A8I6AII0	NA
A0A8I6AII3	NA
A0A8I6AIJ0	NA
A0A8I6AIJ6	NA
A0A8I6AIJ8	NA
A0A8I6AIJ9	NA
A0A8I6AIL6	NA
A0A8I6AIL7	NA
A0A8I6AIL9	NA
A0A8I6AIM0	NA
A0A8I6AIM1	NA
A0A8I6AIM2	NA
A0A8I6AIM5	NA
A0A8I6AIN1	NA
A0A8I6AIN2	NA
A0A8I6AIN3	NA
A0A8I6AIP1	NA
A0A8I6AIP2	NA
A0A8I6AIP3	NA
A0A8I6AIP4	NA
A0A8I6AIP5	NA
A0A8I6AIP8	rno:689484
A0A8I6AIQ4	NA
A0A8I6AIQ8	NA
A0A8I6AIQ9	NA
A0A8I6AIR1	NA
A0A8I6AIR4	NA
A0A8I6AIR8	NA
A0A8I6AIR9	NA
A0A8I6AIS0	rno:317604
A0A8I6AIS1	NA
A0A8I6AIS6	NA
A0A8I6AIS7	rno:295711
A0A8I6AIS8	NA
A0A8I6AIS9	NA
A0A8I6AIT8	NA
A0A8I6AIT9	NA
A0A8I6AIU1	NA
A0A8I6AIU3	rno:405006
A0A8I6AIU4	NA
A0A8I6AIU5	NA
A0A8I6AIU8	NA
A0A8I6AIV1	NA
A0A8I6AIV6	NA
A0A8I6AIV7	NA
A0A8I6AIW9	NA
A0A8I6AIX0	NA
A0A8I6AIX2	NA
A0A8I6AIX4	NA
A0A8I6AIX5	NA
A0A8I6AIX8	NA
A0A8I6AIY3	NA
A0A8I6AIY6	NA
A0A8I6AIY7	NA
A0A8I6AIY9	NA
A0A8I6AIZ0	NA
A0A8I6AIZ1	NA
A0A8I6AIZ5	NA
A0A8I6AIZ7	NA
A0A8I6AJ04	NA
A0A8I6AJ07	NA
A0A8I6AJ12	NA
A0A8I6AJ13	NA
A0A8I6AJ14	NA
A0A8I6AJ16	NA
A0A8I6AJ20	NA
A0A8I6AJ28	NA
A0A8I6AJ33	NA
A0A8I6AJ43	NA
A0A8I6AJ45	NA
A0A8I6AJ49	NA
A0A8I6AJ52	NA
A0A8I6AJ53	NA
A0A8I6AJ59	rno:405374
A0A8I6AJ60	NA
A0A8I6AJ61	NA
A0A8I6AJ62	NA
A0A8I6AJ63	NA
A0A8I6AJ64	NA
A0A8I6AJ68	NA
A0A8I6AJ73	NA
A0A8I6AJ74	NA
A0A8I6AJ78	NA
A0A8I6AJ81	NA
A0A8I6AJ82	rno:503194
A0A8I6AJ83	NA
A0A8I6AJ84	NA
A0A8I6AJ85	NA
A0A8I6AJ89	NA
A0A8I6AJ93	NA
A0A8I6AJ95	NA
A0A8I6AJA2	NA
A0A8I6AJA3	NA
A0A8I6AJB0	NA
A0A8I6AJB1	NA
A0A8I6AJB3	NA
A0A8I6AJB7	NA
A0A8I6AJC0	NA
A0A8I6AJC4	NA
A0A8I6AJC5	NA
A0A8I6AJC6	NA
A0A8I6AJC7	rno:405053
A0A8I6AJC9	NA
A0A8I6AJD0	NA
A0A8I6AJD3	NA
A0A8I6AJD4	NA
A0A8I6AJD5	NA
A0A8I6AJD8	NA
A0A8I6AJD9	NA
A0A8I6AJE5	NA
A0A8I6AJE8	NA
A0A8I6AJF7	NA
A0A8I6AJG4	NA
A0A8I6AJG5	NA
A0A8I6AJG9	NA
A0A8I6AJH3	NA
A0A8I6AJH4	NA
A0A8I6AJI2	NA
A0A8I6AJI6	NA
A0A8I6AJI9	NA
A0A8I6AJJ1	NA
A0A8I6AJJ2	NA
A0A8I6AJK0	NA
A0A8I6AJK4	NA
A0A8I6AJK6	NA
A0A8I6AJK9	NA
A0A8I6AJL1	NA
A0A8I6AJL4	NA
A0A8I6AJL5	NA
A0A8I6AJM1	rno:405230
A0A8I6AJM3	NA
A0A8I6AJM5	NA
A0A8I6AJN4	NA
A0A8I6AJN6	NA
A0A8I6AJP1	NA
A0A8I6AJP5	NA
A0A8I6AJP6	NA
A0A8I6AJP9	NA
A0A8I6AJQ0	NA
A0A8I6AJQ4	NA
A0A8I6AJQ7	NA
A0A8I6AJR2	NA
A0A8I6AJR3	NA
A0A8I6AJR4	NA
A0A8I6AJR7	NA
A0A8I6AJS0	NA
A0A8I6AJS2	NA
A0A8I6AJS3	NA
A0A8I6AJS8	NA
A0A8I6AJT3	NA
A0A8I6AJT4	NA
A0A8I6AJT5	NA
A0A8I6AJT8	NA
A0A8I6AJT9	NA
A0A8I6AJU0	NA
A0A8I6AJU2	NA
A0A8I6AJU4	NA
A0A8I6AJU5	NA
A0A8I6AJU9	NA
A0A8I6AJV1	NA
A0A8I6AJV2	NA
A0A8I6AJV7	NA
A0A8I6AJV8	NA
A0A8I6AJW8	NA
A0A8I6AJX1	NA
A0A8I6AJX7	NA
A0A8I6AJY0	NA
A0A8I6AJY1	NA
A0A8I6AJY4	NA
A0A8I6AJZ3	NA
A0A8I6AJZ7	NA
A0A8I6AK00	NA
A0A8I6AK02	NA
A0A8I6AK05	NA
A0A8I6AK06	NA
A0A8I6AK12	NA
A0A8I6AK13	NA
A0A8I6AK16	NA
A0A8I6AK19	NA
A0A8I6AK23	NA
A0A8I6AK26	NA
A0A8I6AK27	NA
A0A8I6AK28	NA
A0A8I6AK30	NA
A0A8I6AK33	NA
A0A8I6AK35	NA
A0A8I6AK39	NA
A0A8I6AK40	NA
A0A8I6AK41	NA
A0A8I6AK43	NA
A0A8I6AK46	NA
A0A8I6AK47	NA
A0A8I6AK48	NA
A0A8I6AK52	rno:405301
A0A8I6AK54	NA
A0A8I6AK55	NA
A0A8I6AK57	NA
A0A8I6AK66	NA
A0A8I6AK67	NA
A0A8I6AK70	rno:295858
A0A8I6AK73	NA
A0A8I6AK75	NA
A0A8I6AK79	NA
A0A8I6AK85	NA
A0A8I6AK92	NA
A0A8I6AK96	NA
A0A8I6AK98	NA
A0A8I6AKA0	NA
A0A8I6AKA2	NA
A0A8I6AKA9	rno:317204
A0A8I6AKB5	NA
A0A8I6AKB7	NA
A0A8I6AKB8	NA
A0A8I6AKC0	NA
A0A8I6AKC7	NA
A0A8I6AKC8	NA
A0A8I6AKD0	NA
A0A8I6AKD1	NA
A0A8I6AKD2	NA
A0A8I6AKD8	NA
A0A8I6AKE5	rno:367065
A0A8I6AKE6	NA
A0A8I6AKF2	NA
A0A8I6AKF4	rno:404814
A0A8I6AKF5	NA
A0A8I6AKF8	NA
A0A8I6AKF9	NA
A0A8I6AKG1	NA
A0A8I6AKG2	NA
A0A8I6AKG3	NA
A0A8I6AKG5	NA
A0A8I6AKH1	NA
A0A8I6AKH5	NA
A0A8I6AKH6	NA
A0A8I6AKH8	NA
A0A8I6AKI2	NA
A0A8I6AKI5	NA
A0A8I6AKI6	NA
A0A8I6AKI9	NA
A0A8I6AKJ0	NA
A0A8I6AKJ6	NA
A0A8I6AKK0	NA
A0A8I6AKK1	NA
A0A8I6AKK4	NA
A0A8I6AKK5	NA
A0A8I6AKL4	NA
A0A8I6AKL8	NA
A0A8I6AKL9	NA
A0A8I6AKM0	NA
A0A8I6AKM1	NA
A0A8I6AKM5	NA
A0A8I6AKN1	NA
A0A8I6AKN2	NA
A0A8I6AKN4	NA
A0A8I6AKN7	NA
A0A8I6AKN9	NA
A0A8I6AKP2	NA
A0A8I6AKP3	NA
A0A8I6AKP5	NA
A0A8I6AKQ0	NA
A0A8I6AKQ7	rno:497886
A0A8I6AKQ9	NA
A0A8I6AKR1	NA
A0A8I6AKR3	NA
A0A8I6AKR4	NA
A0A8I6AKR7	NA
A0A8I6AKS0	NA
A0A8I6AKS3	NA
A0A8I6AKS4	NA
A0A8I6AKS6	NA
A0A8I6AKS9	NA
A0A8I6AKT0	NA
A0A8I6AKT5	NA
A0A8I6AKT7	NA
A0A8I6AKT9	NA
A0A8I6AKU0	NA
A0A8I6AKU3	NA
A0A8I6AKU5	NA
A0A8I6AKU6	NA
A0A8I6AKU9	NA
A0A8I6AKV6	NA
A0A8I6AKW0	NA
A0A8I6AKW1	NA
A0A8I6AKW2	NA
A0A8I6AKW3	NA
A0A8I6AKW4	NA
A0A8I6AKW7	NA
A0A8I6AKW8	NA
A0A8I6AKX1	NA
A0A8I6AKX2	NA
A0A8I6AKX3	NA
A0A8I6AKX6	NA
A0A8I6AKX8	NA
A0A8I6AKY4	NA
A0A8I6AKY9	NA
A0A8I6AKZ0	NA
A0A8I6AKZ1	NA
A0A8I6AKZ2	NA
A0A8I6AKZ4	NA
A0A8I6AKZ6	NA
A0A8I6AL01	NA
A0A8I6AL03	NA
A0A8I6AL04	NA
A0A8I6AL07	NA
A0A8I6AL08	NA
A0A8I6AL10	NA
A0A8I6AL12	NA
A0A8I6AL13	NA
A0A8I6AL14	NA
A0A8I6AL17	NA
A0A8I6AL24	rno:405018
A0A8I6AL26	rno:680280
A0A8I6AL27	NA
A0A8I6AL32	NA
A0A8I6AL36	NA
A0A8I6AL43	NA
A0A8I6AL52	NA
A0A8I6AL53	NA
A0A8I6AL55	NA
A0A8I6AL61	NA
A0A8I6AL63	NA
A0A8I6AL66	NA
A0A8I6AL68	NA
A0A8I6AL73	rno:64552
A0A8I6AL74	NA
A0A8I6AL87	NA
A0A8I6AL90	NA
A0A8I6AL91	NA
A0A8I6AL93	NA
A0A8I6AL96	NA
A0A8I6ALA0	NA
A0A8I6ALA3	NA
A0A8I6ALA4	NA
A0A8I6ALA6	NA
A0A8I6ALB4	NA
A0A8I6ALB8	NA
A0A8I6ALB9	NA
A0A8I6ALC1	NA
A0A8I6ALC5	NA
A0A8I6ALE0	rno:366113
A0A8I6ALE1	NA
A0A8I6ALE2	NA
A0A8I6ALE5	NA
A0A8I6ALE7	NA
A0A8I6ALF0	NA
A0A8I6ALF2	NA
A0A8I6ALF4	NA
A0A8I6ALF6	NA
A0A8I6ALF7	NA
A0A8I6ALF8	NA
A0A8I6ALG0	NA
A0A8I6ALG5	NA
A0A8I6ALH0	NA
A0A8I6ALH1	NA
A0A8I6ALH2	NA
A0A8I6ALH5	NA
A0A8I6ALH7	NA
A0A8I6ALH8	NA
A0A8I6ALI2	NA
A0A8I6ALI8	NA
A0A8I6ALI9	NA
A0A8I6ALJ4	NA
A0A8I6ALK1	NA
A0A8I6ALK2	NA
A0A8I6ALK3	NA
A0A8I6ALK7	NA
A0A8I6ALK8	NA
A0A8I6ALK9	rno:680558
A0A8I6ALL8	NA
A0A8I6ALM4	NA
A0A8I6ALN3	NA
A0A8I6ALN4	NA
A0A8I6ALN6	NA
A0A8I6ALP3	NA
A0A8I6ALP6	NA
A0A8I6ALQ1	NA
A0A8I6ALQ2	NA
A0A8I6ALQ4	NA
A0A8I6ALQ5	NA
A0A8I6ALQ6	NA
A0A8I6ALQ9	NA
A0A8I6ALR2	NA
A0A8I6ALR5	NA
A0A8I6ALR6	NA
A0A8I6ALR8	NA
A0A8I6ALS1	NA
A0A8I6ALS3	NA
A0A8I6ALS4	NA
A0A8I6ALS8	NA
A0A8I6ALT0	NA
A0A8I6ALT5	NA
A0A8I6ALT7	NA
A0A8I6ALT8	NA
A0A8I6ALU5	NA
A0A8I6ALU6	rno:287146
A0A8I6ALU8	NA
A0A8I6ALV3	NA
A0A8I6ALW3	NA
A0A8I6ALW4	NA
A0A8I6ALW6	NA
A0A8I6ALW7	NA
A0A8I6ALW9	NA
A0A8I6ALX2	NA
A0A8I6ALX3	NA
A0A8I6ALX5	NA
A0A8I6ALX8	NA
A0A8I6ALX9	rno:502711
A0A8I6ALY0	rno:494246
A0A8I6ALY2	NA
A0A8I6ALY6	NA
A0A8I6ALY8	NA
A0A8I6ALZ6	NA
A0A8I6AM00	NA
A0A8I6AM01	NA
A0A8I6AM02	NA
A0A8I6AM08	NA
A0A8I6AM09	NA
A0A8I6AM11	NA
A0A8I6AM12	NA
A0A8I6AM13	NA
A0A8I6AM15	NA
A0A8I6AM16	NA
A0A8I6AM19	NA
A0A8I6AM27	rno:288184
A0A8I6AM33	NA
A0A8I6AM37	NA
A0A8I6AM38	NA
A0A8I6AM40	NA
A0A8I6AM41	rno:103693383
A0A8I6AM42	NA
A0A8I6AM43	NA
A0A8I6AM46	NA
A0A8I6AM50	NA
A0A8I6AM60	NA
A0A8I6AM61	NA
A0A8I6AM62	rno:293070
A0A8I6AM63	NA
A0A8I6AM65	NA
A0A8I6AM68	NA
A0A8I6AM69	NA
A0A8I6AM70	NA
A0A8I6AM76	NA
A0A8I6AM78	NA
A0A8I6AM79	NA
A0A8I6AM82	NA
A0A8I6AM83	NA
A0A8I6AM85	NA
A0A8I6AM87	NA
A0A8I6AM88	NA
A0A8I6AM90	NA
A0A8I6AM96	NA
A0A8I6AM99	NA
A0A8I6AMB2	NA
A0A8I6AMB3	NA
A0A8I6AMB6	NA
A0A8I6AMB7	NA
A0A8I6AMC4	NA
A0A8I6AMC5	NA
A0A8I6AMC8	NA
A0A8I6AMD2	NA
A0A8I6AMD6	NA
A0A8I6AMD9	NA
A0A8I6AME5	NA
A0A8I6AME7	rno:360717
A0A8I6AMF5	NA
A0A8I6AMF7	NA
A0A8I6AMF9	NA
A0A8I6AMG1	NA
A0A8I6AMG3	NA
A0A8I6AMG6	rno:405175
A0A8I6AMG7	NA
A0A8I6AMG9	NA
A0A8I6AMH8	NA
A0A8I6AMI1	NA
A0A8I6AMI2	NA
A0A8I6AMI3	NA
A0A8I6AMI4	NA
A0A8I6AMI6	NA
A0A8I6AMI8	NA
A0A8I6AMJ1	NA
A0A8I6AMJ2	NA
A0A8I6AMJ6	NA
A0A8I6AMJ8	NA
A0A8I6AMK0	NA
A0A8I6AMK1	rno:360833
A0A8I6AMK2	NA
A0A8I6AMK8	NA
A0A8I6AML2	NA
A0A8I6AML4	NA
A0A8I6AML7	NA
A0A8I6AML8	NA
A0A8I6AMM0	NA
A0A8I6AMM3	NA
A0A8I6AMM5	NA
A0A8I6AMN0	NA
A0A8I6AMN1	NA
A0A8I6AMN5	rno:405214
A0A8I6AMN7	NA
A0A8I6AMP2	NA
A0A8I6AMP3	NA
A0A8I6AMP6	NA
A0A8I6AMP9	NA
A0A8I6AMQ0	NA
A0A8I6AMQ3	NA
A0A8I6AMQ4	NA
A0A8I6AMQ8	NA
A0A8I6AMQ9	NA
A0A8I6AMR3	NA
A0A8I6AMR5	NA
A0A8I6AMR7	NA
A0A8I6AMR8	NA
A0A8I6AMS2	NA
A0A8I6AMS3	NA
A0A8I6AMT6	NA
A0A8I6AMT9	NA
A0A8I6AMU1	NA
A0A8I6AMU8	NA
A0A8I6AMU9	NA
A0A8I6AMV3	rno:296044
A0A8I6AMV4	NA
A0A8I6AMW5	NA
A0A8I6AMW7	NA
A0A8I6AMW8	rno:494266
A0A8I6AMW9	NA
A0A8I6AMX1	NA
A0A8I6AMX2	NA
A0A8I6AMX6	NA
A0A8I6AMY0	NA
A0A8I6AMY1	NA
A0A8I6AMY3	NA
A0A8I6AMY9	NA
A0A8I6AMZ0	NA
A0A8I6AMZ1	NA
A0A8I6AMZ3	NA
A0A8I6AMZ5	NA
A0A8I6AMZ6	rno:405333
A0A8I6AMZ8	NA
A0A8I6AN05	NA
A0A8I6AN08	NA
A0A8I6AN09	NA
A0A8I6AN14	NA
A0A8I6AN15	rno:494250
A0A8I6AN17	NA
A0A8I6AN20	NA
A0A8I6AN22	NA
A0A8I6AN23	NA
A0A8I6AN27	NA
A0A8I6AN30	NA
A0A8I6AN36	NA
A0A8I6AN38	NA
A0A8I6AN44	NA
A0A8I6AN45	NA
A0A8I6AN46	NA
A0A8I6AN47	NA
A0A8I6AN51	NA
A0A8I6AN52	NA
A0A8I6AN53	NA
A0A8I6AN57	NA
A0A8I6AN62	NA
A0A8I6AN64	NA
A0A8I6AN66	NA
A0A8I6AN67	rno:288858
A0A8I6AN70	NA
A0A8I6AN71	NA
A0A8I6AN82	NA
A0A8I6AN84	NA
A0A8I6AN92	NA
A0A8I6AN95	NA
A0A8I6ANA5	NA
A0A8I6ANA6	NA
A0A8I6ANB2	NA
A0A8I6ANB3	rno:494313
A0A8I6ANB6	NA
A0A8I6ANB7	NA
A0A8I6ANB8	NA
A0A8I6ANC1	NA
A0A8I6ANC3	NA
A0A8I6ANC5	NA
A0A8I6ANC7	NA
A0A8I6ANC8	NA
A0A8I6AND5	NA
A0A8I6ANE0	NA
A0A8I6ANE8	NA
A0A8I6ANF2	NA
A0A8I6ANF4	NA
A0A8I6ANF5	NA
A0A8I6ANF6	NA
A0A8I6ANF7	NA
A0A8I6ANG5	NA
A0A8I6ANG6	NA
A0A8I6ANH2	NA
A0A8I6ANH7	NA
A0A8I6ANI0	NA
A0A8I6ANI1	NA
A0A8I6ANI2	NA
A0A8I6ANJ8	NA
A0A8I6ANJ9	NA
A0A8I6ANK1	NA
A0A8I6ANK3	NA
A0A8I6ANK8	NA
A0A8I6ANK9	NA
A0A8I6ANL0	NA
A0A8I6ANL2	NA
A0A8I6ANL3	NA
A0A8I6ANL9	NA
A0A8I6ANM0	NA
A0A8I6ANM6	NA
A0A8I6ANM9	NA
A0A8I6ANN3	NA
A0A8I6ANN4	NA
A0A8I6ANN5	rno:294158
A0A8I6ANP3	NA
A0A8I6ANP4	NA
A0A8I6ANP5	NA
A0A8I6ANP6	NA
A0A8I6ANP8	NA
A0A8I6ANQ7	NA
A0A8I6ANR0	NA
A0A8I6ANR3	rno:300621
A0A8I6ANR5	NA
A0A8I6ANR9	NA
A0A8I6ANS0	NA
A0A8I6ANS3	NA
A0A8I6ANS5	NA
A0A8I6ANS7	NA
A0A8I6ANS9	NA
A0A8I6ANT0	rno:289239
A0A8I6ANT3	NA
A0A8I6ANT5	NA
A0A8I6ANT6	NA
A0A8I6ANT9	NA
A0A8I6ANU2	NA
A0A8I6ANV1	NA
A0A8I6ANV3	NA
A0A8I6ANV5	NA
A0A8I6ANV7	NA
A0A8I6ANW5	NA
A0A8I6ANW7	NA
A0A8I6ANW9	NA
A0A8I6ANX0	NA
A0A8I6ANX8	NA
A0A8I6ANY0	NA
A0A8I6ANY1	rno:498402
A0A8I6ANY3	NA
A0A8I6ANY5	NA
A0A8I6ANY7	NA
A0A8I6ANZ6	NA
A0A8I6AP03	NA
A0A8I6AP05	rno:405391
A0A8I6AP06	NA
A0A8I6AP07	NA
A0A8I6AP08	NA
A0A8I6AP11	NA
A0A8I6AP16	NA
A0A8I6AP17	NA
A0A8I6AP24	NA
A0A8I6AP25	NA
A0A8I6AP31	NA
A0A8I6AP34	NA
A0A8I6AP38	NA
A0A8I6AP42	NA
A0A8I6AP43	NA
A0A8I6AP44	NA
A0A8I6AP46	rno:406005
A0A8I6AP47	NA
A0A8I6AP51	NA
A0A8I6AP56	NA
A0A8I6AP57	NA
A0A8I6AP58	NA
A0A8I6AP62	NA
A0A8I6AP66	NA
A0A8I6AP68	NA
A0A8I6AP72	NA
A0A8I6AP79	NA
A0A8I6AP80	rno:405115
A0A8I6AP81	NA
A0A8I6AP82	NA
A0A8I6AP85	NA
A0A8I6AP86	NA
A0A8I6AP92	NA
A0A8I6AP95	NA
A0A8I6APA4	NA
A0A8I6APA7	NA
A0A8I6APA9	NA
A0A8I6APB6	NA
A0A8I6APB7	NA
A0A8I6APB9	NA
A0A8I6APC1	NA
A0A8I6APC5	NA
A0A8I6APC7	NA
A0A8I6APD0	NA
A0A8I6APD6	NA
A0A8I6APE0	NA
A0A8I6APE6	NA
A0A8I6APE9	NA
A0A8I6APF6	NA
A0A8I6APG1	NA
A0A8I6APG2	NA
A0A8I6APG8	NA
A0A8I6APG9	NA
A0A8I6APH0	NA
A0A8I6APH3	rno:404822
A0A8I6APH8	NA
A0A8I6APH9	NA
A0A8I6API5	NA
A0A8I6API7	rno:406004
A0A8I6API8	NA
A0A8I6API9	NA
A0A8I6APJ1	NA
A0A8I6APJ7	NA
A0A8I6APK0	NA
A0A8I6APK1	NA
A0A8I6APK9	NA
A0A8I6APL2	rno:498169
A0A8I6APL4	NA
A0A8I6APM1	NA
A0A8I6APM2	NA
A0A8I6APM4	NA
A0A8I6APM5	NA
A0A8I6APM6	NA
A0A8I6APM8	rno:689619
A0A8I6APN3	NA
A0A8I6APP9	NA
A0A8I6APQ2	NA
A0A8I6APQ3	NA
A0A8I6APQ8	NA
A0A8I6APR6	NA
A0A8I6APR7	NA
A0A8I6APS4	NA
A0A8I6APT8	NA
A0A8I6APU0	NA
A0A8I6APU1	NA
A0A8I6APU2	NA
A0A8I6APU5	NA
A0A8I6APV1	NA
A0A8I6APV4	NA
A0A8I6APV5	NA
A0A8I6APV9	NA
A0A8I6APW1	NA
A0A8I6APW2	NA
A0A8I6APW3	NA
A0A8I6APW4	NA
A0A8I6APX0	NA
A0A8I6APX4	rno:405398
A0A8I6APY6	NA
A0A8I6APY7	NA
A0A8I6APY9	NA
A0A8I6APZ0	NA
A0A8I6APZ4	rno:404803
A0A8I6APZ6	NA
A0A8I6APZ8	NA
A0A8I6AQ00	NA
A0A8I6AQ02	NA
A0A8I6AQ08	NA
A0A8I6AQ15	NA
A0A8I6AQ16	NA
A0A8I6AQ17	NA
A0A8I6AQ19	NA
A0A8I6AQ34	NA
A0A8I6AQ40	NA
A0A8I6AQ41	NA
