Uniprot_ID	KEGG_rno
Q91Y80	rno:117186
Q91Y81	rno:117515
Q91Z63	rno:140939
Q91Z79	NA
Q91Z84	rno:155140
Q91ZN1	rno:155151
Q91ZN7	rno:140583
Q91ZQ0	rno:192129
Q91ZS3	rno:155173
Q91ZT1	rno:114110
Q91ZY6	rno:140938
Q91ZY8	rno:155812
Q920B6	rno:170899
Q920D2	rno:24312
Q920D5	rno:156117
Q920E0	rno:116498
Q920E1	rno:29636
Q920G2	rno:116501
Q920K5	rno:140720
Q920L6	rno:171402
Q920L7	rno:171400
Q920M9	rno:140941
Q920P0	rno:171408
Q920P6	rno:24165
Q920Q0	rno:170673
Q920R3	rno:84575
Q921A2	rno:171147
Q921A4	rno:170520
Q923G5	rno:170906
Q923I8	NA
Q923K9	rno:170912
Q923M1	rno:29447
Q923S8	rno:171053
Q923U9	rno:170840
Q923V7	rno:114505
Q924A5	rno:155205
Q924B5	rno:207113
Q924C3	rno:85496
Q924C9	rno:114629
Q924I2	rno:170920
Q924N5	rno:171410
Q924U1	rno:78976
Q924U5	rno:170908
Q924V1	rno:85431
Q924V4	rno:246239
Q924Y4	rno:25159
Q924Z9	NA
Q925A6	rno:114498
Q925B3	rno:679906
Q925B4	rno:60566
Q925C0	rno:60564
Q925D6	rno:114495
Q925G0	rno:114488
Q925G1	rno:171073
Q925N3	rno:286937
Q925Q9	rno:84357
Q925R7	rno:170501
Q925S8	NA
Q925T8	rno:140610
Q925U2	rno:114097
Q99041	rno:64679
Q99068	rno:116565
Q99372	rno:25043
Q99376	rno:64678
Q99J82	rno:170922
Q99J86	rno:83526
Q99JA2	NA
Q99JA8	rno:85382
Q99JB3	rno:84597
Q99JD4	rno:114514
Q99JE4	rno:114513
Q99M64	rno:114554
Q99M66	rno:114552
Q99M75	rno:113912
Q99MA1	rno:114490
Q99MA2	rno:117522
Q99MF4	rno:245983
Q99MG9	rno:259243
Q99MH3	rno:84604
Q99MH9	rno:113948
Q99MI7	rno:117553
Q99MK2	rno:192218
Q99MY2	rno:94267
Q99MZ4	rno:156275
Q99MZ8	rno:29278
Q99N01	NA
Q99N02	rno:140915
Q99N27	rno:84471
Q99N34	rno:84359
Q99N37	rno:63994
Q99NA7	rno:113983
Q99NB7	rno:170570
Q99NI4	rno:171458
Q99P39	NA
Q99P67	rno:80722
Q99P74	rno:84590
Q99P75	rno:84589
Q99P77	NA
Q99P96	NA
Q99P99	rno:363287
Q99PD2	rno:94196
Q99PD6	rno:84574
Q99PE7	rno:114628
Q99PF5	NA
Q99PP0	rno:65154
Q99PS2	NA
Q99PS8	rno:681544
Q99PV3	rno:83536
Q99PW3	NA
Q99PW5	rno:117185
Q99PW6	rno:83513
Q99PW7	rno:114031
Q9EP80	rno:84591
Q9EPA0	rno:66027
Q9EPB1	rno:83799
Q9EPC6	rno:81531
Q9EPF2	rno:78967
Q9EPH0	rno:83819
Q9EPH2	rno:81520
Q9EPH8	rno:171350
Q9EPI0	NA
Q9EPI1	NA
Q9EPI2	rno:66023
Q9EPI6	rno:117536
Q9EPI9	rno:171146
Q9EPJ1	rno:85489
Q9EPQ0	rno:85267
Q9EPT8	rno:94272
Q9EPU2	NA
Q9EPU7	rno:78972
Q9EPV5	rno:78963
Q9EPW1	rno:29657
Q9EPX4	rno:64803
Q9EPY0	rno:64171
Q9EPZ7	rno:84511
Q9EQ25	rno:170573
Q9EQ60	rno:114862
Q9EQ76	rno:84493
Q9EQE1	rno:78973
Q9EQG6	rno:116478
Q9EQH1	rno:84477
Q9EQH5	rno:81717
Q9EQJ4	rno:171018
Q9EQL9	rno:81859
Q9EQN5	rno:29532
Q9EQS0	rno:83688
Q9EQS5	rno:114100
Q9EQT1	rno:66018
Q9EQV6	rno:83534
Q9EQV8	rno:365466
Q9EQV9	rno:113936
Q9EQX6	rno:79429
Q9EQX9	rno:116725
Q9ER24	rno:170821
Q9ER30	rno:117537
Q9ER31	rno:85260
Q9ER33	NA
Q9ERA7	rno:60333
Q9ERB4	rno:114122
Q9ERC1	rno:192253
Q9ERC5	NA
Q9ERE4	NA
Q9ERL1	NA
Q9ERM3	rno:84497
Q9ERQ6	rno:50568
Q9ERS0	rno:64120
Q9ERW3	rno:84488
Q9ERZ8	rno:66026
Q9ES08	rno:84429
Q9ES14	NA
Q9ES19	rno:79255
Q9ES21	rno:116482
Q9ES38	rno:79111
Q9ES39	rno:83836
Q9ES40	rno:66028
Q9ES45	rno:79107
Q9ES53	rno:84478
Q9ES54	rno:140639
Q9ES58	rno:64357
Q9ES66	rno:63834
Q9ES71	rno:84470
Q9ES72	rno:83476
Q9ES73	rno:84469
Q9ES87	rno:192107
Q9ESC1	rno:64124
Q9ESE2	rno:117516
Q9ESG3	rno:57395
Q9ESH6	rno:64045
Q9ESI7	NA
Q9ESP4	rno:64443
Q9ESP7	rno:66015
Q9ESQ4	rno:64042
Q9ESQ5	rno:171143
Q9ESQ7	NA
Q9ESQ9	rno:60570
Q9ESR9	rno:79248
Q9EST6	rno:170724
Q9ESV1	NA
Q9ESV7	rno:66019
Q9ESW0	NA
Q9ESZ0	rno:84495
Q9ET32	rno:65270
Q9ET45	rno:84480
Q9ET50	NA
Q9ET55	rno:310395
Q9ET58	rno:306330
Q9ET61	rno:84398
Q9ET64	rno:83537
Q9HB97	rno:57341
Q9JHB5	rno:64028
Q9JHC6	rno:29576
Q9JHE5	rno:29642
Q9JHF3	rno:59103
Q9JHG3	rno:83518
Q9JHI3	rno:140860
Q9JHJ1	rno:58966
Q9JHK1	rno:58918
Q9JHL3	rno:60417
Q9JHL4	rno:83527
Q9JHS1	rno:29452
Q9JHS2	rno:64345
Q9JHU6	NA
Q9JHW1	rno:25306
Q9JHW5	rno:85491
Q9JHX0	rno:84583
Q9JHX4	rno:64044
Q9JHY1	rno:116479
Q9JHY7	rno:64041
Q9JHY8	NA
Q9JHZ4	rno:116493
Q9JHZ9	rno:252919
Q9JI03	rno:85490
Q9JI12	rno:84487
Q9JI15	rno:287005
Q9JI51	rno:65277
Q9JI61	rno:64047
Q9JI66	rno:84484
Q9JI85	rno:59295
Q9JI92	rno:83841
Q9JI93	rno:63888
Q9JID1	rno:64031
Q9JID2	rno:81662
Q9JIH7	rno:116477
Q9JII9	rno:84475
Q9JIK1	rno:171554
Q9JIL3	rno:84472
Q9JIL8	rno:64012
Q9JIL9	rno:85482
Q9JIM0	rno:64046
Q9JIM4	rno:64014
Q9JIP0	rno:116469
Q9JIR3	rno:65025
Q9JIR4	rno:84556
Q9JIS1	rno:116839
Q9JIS4	rno:65272
Q9JIX3	rno:60398
Q9JIX5	rno:65027
Q9JJ05	rno:65044
Q9JJ09	rno:84395
Q9JJ16	rno:58963
Q9JJ19	rno:59114
Q9JJ22	NA
Q9JJ25	rno:58923
Q9JJ31	rno:64624
Q9JJ40	rno:65144
Q9JJ50	rno:56084
Q9JJ54	rno:79256
Q9JJ73	rno:56820
Q9JJ74	rno:58965
Q9JJ75	NA
Q9JJ76	rno:58822
Q9JJ79	rno:65209
Q9JJK1	rno:192179
Q9JJK4	rno:83519
Q9JJL4	rno:85428
Q9JJM4	rno:64022
Q9JJM9	NA
Q9JJP6	rno:246334
Q9JJP9	rno:114590
Q9JJS8	rno:64459
Q9JJV7	rno:63883
Q9JK00	rno:245956
Q9JK11	rno:83765
Q9JK25	rno:65201
Q9JK41	rno:171135
Q9JK64	rno:170913
Q9JK66	rno:56816
Q9JK96	NA
Q9JKA7	rno:59266
Q9JKA8	rno:114245
Q9JKA9	rno:114244
Q9JKB0	rno:84390
Q9JKC9	rno:84479
Q9JKD6	rno:65131
Q9JKF8	rno:64455
Q9JKL7	rno:56763
Q9JKL8	rno:64622
Q9JKR5	rno:246326
Q9JKS6	rno:56768
Q9JKU3	rno:116475
Q9JKY3	rno:64619
Q9JL55	rno:60418
Q9JLA3	rno:171129
Q9JLB5	rno:64574
Q9JLH5	NA
Q9JLH6	rno:252827
Q9JLH7	NA
Q9JLI4	NA
Q9JLJ3	rno:64040
Q9JLN4	rno:84387
Q9JLS3	rno:64666
Q9JLS4	rno:89803
Q9JLT0	rno:79433
Q9JLT6	rno:64625
Q9JLU4	rno:59312
Q9JLZ1	rno:58815
Q9JM01	rno:60396
Q9JM15	rno:170567
Q9JM47	rno:65199
Q9JM59	rno:56817
Q9JM80	rno:64019
Q9JMB5	rno:65138
Q9JMD7	rno:85426
Q9JMG6	rno:85423
Q9JMI1	rno:65984
Q9JMI9	NA
Q9JMJ4	rno:246216
Q9JMK8	rno:286932
Q9NQR8	rno:362495
Q9QUH3	rno:140638
Q9QUH6	NA
Q9QUL6	rno:60355
Q9QUR2	rno:84428
Q9QUS1	rno:65035
Q9QVC8	rno:260321
Q9QW30	NA
Q9QWE9	rno:29566
Q9QWJ9	rno:246331
Q9QWM1	rno:60349
Q9QWS8	rno:246325
Q9QX01	rno:89821
Q9QX05	rno:29260
Q9QX27	rno:266680
Q9QX72	rno:79049
Q9QX73	rno:66013
Q9QX74	rno:171093
Q9QX75	rno:59299
Q9QX78	NA
Q9QXF7	NA
Q9QXL7	rno:171566
Q9QXN1	rno:161452
Q9QXQ0	rno:63836
Q9QXQ5	rno:84426
Q9QXQ7	NA
Q9QXS4	NA
Q9QXU8	rno:252902
Q9QXU9	rno:246333
Q9QXY2	rno:56029
Q9QXY8	rno:287561
Q9QY02	rno:170956
Q9QY16	rno:58856
Q9QY17	rno:124461
Q9QY44	rno:84356
Q9QY78	rno:84351
Q9QYC5	NA
Q9QYC6	rno:117549
Q9QYF3	rno:25017
Q9QYG8	NA
Q9QYH7	rno:59301
Q9QYJ4	rno:63886
Q9QYK2	rno:83516
Q9QYK3	rno:58839
Q9QYM0	rno:116721
Q9QYM2	rno:83507
Q9QYN5	rno:83477
Q9QYN8	rno:85268
Q9QYP0	NA
Q9QYP1	NA
Q9QYP2	NA
Q9QYU1	NA
Q9QYV0	rno:57025
Q9QYV8	rno:85472
Q9QYW0	rno:114512
Q9QYW1	NA
Q9QYW3	rno:171050
Q9QZ48	rno:117107
Q9QZ76	rno:59108
Q9QZ81	NA
Q9QZ86	rno:60373
Q9QZA2	NA
Q9QZC5	rno:84427
Q9QZH0	rno:64558
Q9QZH2	rno:64557
Q9QZH4	rno:64562
Q9QZK5	rno:65164
Q9QZM5	NA
Q9QZM6	rno:56814
Q9QZN9	rno:57302
Q9QZP2	rno:170820
Q9QZQ4	rno:29180
Q9QZQ5	rno:81526
Q9QZR6	rno:83788
Q9QZR8	rno:65034
Q9QZT3	rno:29359
Q9QZX8	rno:58978
Q9R010	rno:81823
Q9R011	rno:58936
Q9R012	rno:83722
Q9R037	NA
Q9R044	rno:64563
Q9R064	NA
Q9R066	rno:89843
Q9R080	rno:246254
Q9R085	rno:171329
Q9R095	rno:64555
Q9R0C9	rno:29336
Q9R0E0	rno:83626
Q9R0I6	rno:63879
Q9R0I8	rno:116723
Q9R0J8	rno:63865
Q9R0K8	rno:63878
Q9R0R3	rno:58812
Q9R0S5	rno:83509
Q9R0T3	rno:63880
Q9R0T4	rno:83502
Q9R0W1	rno:54284
Q9R0W2	rno:29503
Q9R0W5	rno:63866
Q9R0Z3	rno:25163
Q9R103	rno:84405
Q9R141	rno:64037
Q9R154	rno:29440
Q9R168	NA
Q9R172	rno:56761
Q9R186	rno:114246
Q9R189	rno:192177
Q9R1A7	rno:84385
Q9R1D1	rno:83726
Q9R1E9	rno:64032
Q9R1J4	rno:81523
Q9R1J8	rno:114200
Q9R1K2	rno:117242
Q9R1K8	rno:29434
Q9R1N3	rno:117955
Q9R1Q2	rno:114121
Q9R1S4	rno:289754
Q9R1S9	rno:81517
Q9R1T1	rno:114087
Q9R1T3	rno:252929
Q9R1T5	rno:79251
Q9R1T7	rno:64545
Q9R1U5	rno:59329
Q9R1U7	rno:83500
Q9R1V3	rno:59328
Q9R1Z0	rno:83532
Q9R237	rno:116457
Q9R261	rno:498475
Q9R283	rno:102549471
Q9R2C1	rno:80881
Q9WTL3	rno:29744
Q9WTN5	rno:246215
Q9WTP0	rno:59317
Q9WTQ0	NA
Q9WTQ1	rno:85421
Q9WTQ2	rno:192181
Q9WTQ6	rno:246273
Q9WTR8	rno:59265
Q9WTS8	NA
Q9WTV0	rno:58842
Q9WTV1	rno:89824
Q9WTW1	rno:171571
Q9WTW7	rno:50621
Q9WTW8	rno:50622
Q9WTY0	rno:29170
Q9WTY9	NA
Q9WTZ3	rno:89842
Q9WU06	rno:79253
Q9WU34	rno:56003
Q9WU61	rno:170927
Q9WU70	rno:81022
Q9WU74	rno:64355
Q9WU82	rno:84353
Q9WUB5	NA
Q9WUD2	rno:29465
Q9WUD9	rno:83805
Q9WUF4	rno:83730
Q9WUI9	rno:83724
Q9WUJ3	rno:64183
Q9WUK0	rno:114215
Q9WUL0	rno:64550
Q9WUQ1	NA
Q9WUW8	rno:171072
Q9WV22	rno:79237
Q9WV48	rno:78957
Q9WV57	NA
Q9WV63	NA
Q9WV75	rno:171569
Q9WV78	rno:56765
Q9WV87	rno:114243
Q9WVA9	rno:60337
Q9WVB1	NA
Q9WVB9	rno:83721
Q9WVC0	rno:64551
Q9WVC1	NA
Q9WVC7	rno:64553
Q9WVE9	rno:29491
Q9WVH8	rno:29158
Q9WVJ4	rno:64531
Q9WVJ6	rno:56083
Q9WVK3	rno:113956
Q9WVM4	rno:170818
Q9WVR1	rno:114089
Q9WVR6	rno:84551
Q9WVR7	rno:287931
Q9WVR8	rno:29417
Q9WVS9	rno:60447
Q9WVT0	rno:245977
Q9Z0G8	rno:259242
Q9Z0J6	rno:29455
Q9Z0J8	rno:59318
Q9Z0L5	rno:59325
Q9Z0M4	rno:29333
Q9Z0N7	rno:84020
Q9Z0R7	rno:100270683
Q9Z0U4	rno:81657
Q9Z0U5	rno:54349
Q9Z0V5	rno:85274
Q9Z0W5	rno:29704
Q9Z0W7	rno:83718
Q9Z0X2	rno:192215
Q9Z0Y8	rno:56827
Q9Z0Z5	NA
Q9Z122	rno:83512
Q9Z136	rno:60445
Q9Z137	rno:64544
Q9Z143	rno:29745
Q9Z158	rno:252853
Q9Z173	rno:170641
Q9Z1A5	NA
Q9Z1B2	rno:64352
Q9Z1C7	NA
Q9Z1C8	rno:59326
Q9Z1E1	rno:64665
Q9Z1F2	rno:252854
Q9Z1H9	rno:85332
Q9Z1J7	rno:292657
Q9Z1K9	rno:57027
Q9Z1L1	rno:65132
Q9Z1M9	rno:63996
Q9Z1N3	rno:171296
Q9Z1P2	rno:81634
Q9Z1P3	rno:60430
Q9Z1T4	rno:59322
Q9Z1W6	rno:170910
Q9Z1Y0	rno:171581
Q9Z1Y3	rno:83501
Q9Z1Z1	rno:29702
Q9Z1Z3	NA
Q9Z1Z6	rno:64538
Q9Z1Z9	rno:286908
Q9Z200	rno:114203
Q9Z213	NA
Q9Z214	rno:29546
Q9Z217	rno:29454
Q9Z250	NA
Q9Z252	rno:60377
Q9Z254	rno:83823
Q9Z258	rno:60444
Q9Z269	rno:60431
Q9Z270	rno:58857
Q9Z272	rno:83709
Q9Z286	rno:59320
Q9Z2A6	rno:286997
Q9Z2F5	rno:29382
Q9Z2G8	rno:89825
Q9Z2H4	rno:286994
Q9Z2I6	rno:29643
Q9Z2J4	rno:246172
Q9Z2J9	NA
Q9Z2K5	rno:64226
Q9Z2L0	rno:83529
Q9Z2L9	NA
Q9Z2P3	rno:89814
Q9Z2P4	rno:117183
Q9Z2P5	rno:246240
Q9Z2P6	NA
Q9Z2Q1	rno:93646
Q9Z2Q3	NA
Q9Z2Q4	rno:81522
Q9Z2Q7	rno:59074
Q9Z2S9	rno:83764
Q9Z2T2	rno:59324
Q9Z2V2	rno:84349
Q9Z2Y1	rno:83508
Q9Z2Y9	rno:83504
Q9Z2Z8	rno:64191
Q9Z301	rno:63840
Q9Z325	rno:29640
Q9Z327	rno:60324
Q9Z330	NA
Q9Z335	rno:113907
Q9Z336	rno:83462
Q9Z339	NA
Q9Z340	rno:81918
R9PXT4	NA
R9PXV5	NA
S4VP54	NA
T2CB11	rno:24954
A0A096MIS4	NA
A0A096MIW0	rno:302424
A0A096MIX2	NA
A0A096MIY3	NA
A0A096MJ09	NA
A0A096MJ56	NA
A0A096MJ70	NA
A0A096MJC6	NA
A0A096MJI4	NA
A0A096MJS2	NA
A0A096MJW2	NA
A0A096MJX7	NA
A0A096MJZ8	NA
A0A096MK32	NA
A0A096MKA6	NA
A0A096MKB7	NA
A0A096MKC0	NA
A0A096MKE9	NA
A0A096MKF8	NA
A0A096MKF9	NA
A0A096UWG9	NA
A0A0A0MXY3	NA
A0A0A0MXY5	NA
A0A0A0MY07	NA
A0A0A0MY12	NA
A0A0A6YYM0	NA
A0A0B4J2J0	rno:295279
A0A0G2JSH8	rno:24411
A0A0G2JSH9	NA
A0A0G2JSK0	NA
A0A0G2JSK6	rno:25431
A0A0G2JSP7	NA
A0A0G2JSP9	rno:29503
A0A0G2JSV2	NA
A0A0G2JT07	NA
A0A0G2JT71	NA
A0A0G2JT89	NA
A0A0G2JTB9	NA
A0A0G2JTD8	NA
A0A0G2JTI8	NA
A0A0G2JTI9	rno:78971
A0A0G2JTU9	NA
A0A0G2JTW1	NA
A0A0G2JTY3	NA
A0A0G2JU33	NA
A0A0G2JU45	NA
A0A0G2JU56	NA
A0A0G2JUD9	NA
A0A0G2JUN9	NA
A0A0G2JUX4	NA
A0A0G2JUZ5	NA
A0A0G2JUZ8	NA
A0A0G2JV51	NA
A0A0G2JV76	NA
A0A0G2JVD6	NA
A0A0G2JVE0	NA
A0A0G2JVG0	NA
A0A0G2JVM2	NA
A0A0G2JVU1	NA
A0A0G2JW38	NA
A0A0G2JW46	NA
A0A0G2JW74	NA
A0A0G2JWB6	rno:554172
A0A0G2JWD0	NA
A0A0G2JWM2	NA
A0A0G2JWR6	rno:361096
A0A0G2JX43	NA
A0A0G2JX74	NA
A0A0G2JXK2	NA
A0A0G2JXM2	NA
A0A0G2JXV9	NA
A0A0G2JXZ3	NA
A0A0G2JY43	NA
A0A0G2JY81	NA
A0A0G2JYP2	NA
A0A0G2JYT9	NA
A0A0G2JYV0	NA
A0A0G2JYZ1	NA
A0A0G2JYZ8	NA
A0A0G2JZ01	NA
A0A0G2JZ27	NA
A0A0G2JZ84	NA
A0A0G2JZG7	NA
A0A0G2JZH5	NA
A0A0G2JZL2	NA
A0A0G2JZL5	NA
A0A0G2JZM9	NA
A0A0G2JZR0	NA
A0A0G2JZX9	NA
A0A0G2K007	NA
A0A0G2K019	NA
A0A0G2K044	NA
A0A0G2K059	NA
A0A0G2K0A8	NA
A0A0G2K0C6	NA
A0A0G2K0D3	NA
A0A0G2K0F5	NA
A0A0G2K0J7	NA
A0A0G2K0Q5	NA
A0A0G2K0Q7	NA
A0A0G2K0S6	NA
A0A0G2K0U1	NA
A0A0G2K0V4	NA
A0A0G2K0X1	NA
A0A0G2K0Z1	NA
A0A0G2K161	NA
A0A0G2K1A2	NA
A0A0G2K1A8	NA
A0A0G2K1K1	NA
A0A0G2K1K3	NA
A0A0G2K1M0	NA
A0A0G2K1Q9	NA
A0A0G2K1T5	NA
A0A0G2K1U4	NA
A0A0G2K1V4	NA
A0A0G2K227	NA
A0A0G2K231	NA
A0A0G2K254	NA
A0A0G2K2K1	NA
A0A0G2K2L0	NA
A0A0G2K2N3	NA
A0A0G2K2S9	NA
A0A0G2K2W1	NA
A0A0G2K2W6	rno:310638
A0A0G2K355	NA
A0A0G2K373	NA
A0A0G2K3A0	NA
A0A0G2K3C5	NA
A0A0G2K3D7	NA
A0A0G2K3H0	NA
A0A0G2K3H1	NA
A0A0G2K3I6	NA
A0A0G2K3R5	NA
A0A0G2K454	NA
A0A0G2K484	NA
A0A0G2K488	NA
A0A0G2K4A8	rno:305922
A0A0G2K4D9	NA
A0A0G2K4I4	NA
A0A0G2K4J7	NA
A0A0G2K4L4	NA
A0A0G2K4M7	NA
A0A0G2K4P8	NA
A0A0G2K4T5	NA
A0A0G2K4V5	NA
A0A0G2K4W3	NA
A0A0G2K4X8	NA
A0A0G2K4Y1	NA
A0A0G2K500	NA
A0A0G2K542	NA
A0A0G2K5C7	NA
A0A0G2K5G2	NA
A0A0G2K5J8	NA
A0A0G2K5L1	NA
A0A0G2K5L2	rno:309111
A0A0G2K5N0	NA
A0A0G2K5T9	NA
A0A0G2K5U8	NA
A0A0G2K5V4	NA
A0A0G2K5X9	NA
A0A0G2K658	NA
A0A0G2K6E3	NA
A0A0G2K6G1	NA
A0A0G2K6G9	NA
A0A0G2K6N8	NA
A0A0G2K6R2	NA
A0A0G2K6T3	NA
A0A0G2K6V6	NA
A0A0G2K6W6	rno:367307
A0A0G2K6X6	NA
A0A0G2K6Y2	NA
A0A0G2K798	NA
A0A0G2K7C4	NA
A0A0G2K7H9	NA
A0A0G2K7N8	NA
A0A0G2K7P4	NA
A0A0G2K7Q2	NA
A0A0G2K7S1	NA
A0A0G2K7S7	NA
A0A0G2K7V7	rno:365212
A0A0G2K7Y7	NA
A0A0G2K7Z7	NA
A0A0G2K7Z9	NA
A0A0G2K820	NA
A0A0G2K8B4	NA
A0A0G2K8C1	NA
A0A0G2K8K2	NA
A0A0G2K8N0	NA
A0A0G2K8S2	NA
A0A0G2K8V0	NA
A0A0G2K8V2	NA
A0A0G2K8V3	NA
A0A0G2K8Z9	NA
A0A0G2K962	NA
A0A0G2K9F0	NA
A0A0G2K9J6	NA
A0A0G2K9K5	NA
A0A0G2K9K9	NA
A0A0G2K9R4	NA
A0A0G2K9X2	NA
A0A0G2K9Z4	NA
A0A0G2KA21	NA
A0A0G2KA34	NA
A0A0G2KA75	NA
A0A0G2KAH2	NA
A0A0G2KAH7	NA
A0A0G2KAK2	NA
A0A0G2KAN4	NA
A0A0G2KAW5	NA
A0A0G2KB06	rno:689314
A0A0G2KB60	NA
A0A0G2KBA2	NA
A0A0G2QC01	NA
A0A0H2UHE5	NA
A0A0H2UHF4	NA
A0A0H2UHH4	NA
A0A0H2UHI1	rno:116506
A0A0H2UHP7	NA
A0A0H2UHQ0	NA
A0A0H2UHQ2	NA
A0A0H2UHW9	NA
A0A0H2UI34	rno:25736
A0A0U1RRU5	NA
A0A0U1RRW1	NA
A0A0U1RS40	NA
A0A0U5J7B5	NA
A0A140TAD8	rno:25715
A0A140TAH1	NA
A0A140TAI5	NA
A0A140UHX4	NA
A0A140UHX6	NA
A0A1B0GWM3	NA
A0A1B0GWN5	NA
A0A1B0GWP1	NA
A0A1B0GWQ3	NA
A0A1B0GWS0	NA
A0A1P0PBZ6	NA
A0A1P8YVD0	NA
A0A1W2Q602	NA
A0A1W2Q616	NA
A0A1W2Q641	NA
A0A1W2Q660	NA
A0A1W2Q679	NA
A0A1W2Q6C7	NA
A0A1W2Q6D8	NA
A0A1W2Q6F3	NA
A0A8I5XUU7	NA
A0A8I5XVA3	NA
A0A8I5XVR7	NA
A0A8I5XVU2	NA
A0A8I5XVY2	NA
A0A8I5XW39	NA
A0A8I5XWF9	NA
A0A8I5XWT0	NA
A0A8I5XWT5	NA
A0A8I5XWV2	NA
A0A8I5Y067	NA
A0A8I5Y0A2	NA
A0A8I5Y0C8	NA
A0A8I5Y0D5	NA
A0A8I5Y0G8	NA
A0A8I5Y0L1	NA
A0A8I5Y0U0	NA
A0A8I5Y1G9	NA
A0A8I5Y1I4	NA
A0A8I5Y1K0	NA
A0A8I5Y1K4	NA
A0A8I5Y1L7	NA
A0A8I5Y1U3	NA
A0A8I5Y262	NA
A0A8I5Y285	NA
A0A8I5Y2C3	NA
A0A8I5Y2D1	NA
A0A8I5Y4Q9	NA
A0A8I5Y5B5	NA
A0A8I5Y5L2	NA
A0A8I5Y5Z6	NA
A0A8I5Y5Z9	NA
A0A8I5Y666	NA
A0A8I5Y697	NA
A0A8I5Y6F6	NA
A0A8I5Y6G0	NA
A0A8I5Y6J5	NA
A0A8I5Y6L4	NA
A0A8I5Y6Y1	NA
A0A8I5Y701	NA
A0A8I5Y706	NA
A0A8I5Y792	NA
A0A8I5Y7M0	NA
A0A8I5Y7N1	NA
A0A8I5Y7W9	NA
A0A8I5Y871	NA
A0A8I5Y879	NA
A0A8I5Y8E5	NA
A0A8I5Y8G9	NA
A0A8I5Y973	NA
A0A8I5Y983	NA
A0A8I5Y9F7	NA
A0A8I5Y9M9	NA
A0A8I5Y9T5	NA
A0A8I5Y9W2	NA
A0A8I5Y9X1	NA
A0A8I5YBA6	NA
A0A8I5YBD2	NA
A0A8I5YBE4	NA
A0A8I5YBG1	NA
A0A8I5YBG5	NA
A0A8I5YBJ6	NA
A0A8I5YBL7	NA
A0A8I5YC36	NA
A0A8I5YCE2	NA
A0A8I5YCE4	NA
A0A8I5YCI7	NA
A0A8I5YCJ4	NA
A0A8I5ZJC5	NA
A0A8I5ZJC8	NA
A0A8I5ZJK0	NA
A0A8I5ZK54	NA
A0A8I5ZK56	NA
A0A8I5ZKC1	NA
A0A8I5ZKE3	NA
A0A8I5ZKE8	rno:257645
A0A8I5ZKI6	NA
A0A8I5ZKI9	NA
A0A8I5ZKL8	NA
A0A8I5ZKS3	NA
A0A8I5ZKT4	NA
A0A8I5ZKW2	NA
A0A8I5ZKW7	NA
A0A8I5ZKZ0	NA
A0A8I5ZKZ4	NA
A0A8I5ZL06	NA
A0A8I5ZL62	NA
A0A8I5ZLA2	NA
A0A8I5ZLB3	NA
A0A8I5ZLD3	NA
A0A8I5ZLY3	NA
A0A8I5ZLY4	NA
A0A8I5ZM08	NA
A0A8I5ZM46	NA
A0A8I5ZM90	NA
A0A8I5ZMB7	NA
A0A8I5ZMD1	NA
A0A8I5ZMD6	NA
A0A8I5ZMH8	NA
A0A8I5ZMP9	NA
A0A8I5ZMS4	NA
A0A8I5ZMT2	NA
A0A8I5ZMU0	NA
A0A8I5ZMU8	NA
A0A8I5ZN32	NA
A0A8I5ZN42	NA
A0A8I5ZN55	NA
A0A8I5ZN62	NA
A0A8I5ZN69	NA
A0A8I5ZNE8	NA
A0A8I5ZNJ3	NA
A0A8I5ZNR8	NA
A0A8I5ZNU0	NA
A0A8I5ZNW6	NA
A0A8I5ZNZ1	NA
A0A8I5ZP12	NA
A0A8I5ZP20	NA
A0A8I5ZP66	NA
A0A8I5ZPA1	NA
A0A8I5ZPA8	NA
A0A8I5ZPC2	NA
A0A8I5ZPE4	NA
A0A8I5ZPE5	NA
A0A8I5ZPF8	NA
A0A8I5ZPG5	NA
A0A8I5ZPH7	NA
A0A8I5ZPJ0	NA
A0A8I5ZPK6	NA
A0A8I5ZPP5	NA
A0A8I5ZPT8	NA
A0A8I5ZPW5	NA
A0A8I5ZQ10	NA
A0A8I5ZQ25	NA
A0A8I5ZQ39	NA
A0A8I5ZQ80	NA
A0A8I5ZQB7	NA
A0A8I5ZQD9	NA
A0A8I5ZQP3	NA
A0A8I5ZQR3	NA
A0A8I5ZQT1	NA
A0A8I5ZQT5	NA
A0A8I5ZQU4	NA
A0A8I5ZQU7	NA
A0A8I5ZQX3	NA
A0A8I5ZQY2	NA
A0A8I5ZR44	NA
A0A8I5ZR79	NA
A0A8I5ZRB1	NA
A0A8I5ZRF5	NA
A0A8I5ZRP3	NA
A0A8I5ZRU0	NA
A0A8I5ZRW0	NA
A0A8I5ZRX9	NA
A0A8I5ZS28	NA
A0A8I5ZS49	NA
A0A8I5ZS67	NA
A0A8I5ZS69	NA
A0A8I5ZS79	NA
A0A8I5ZS98	NA
A0A8I5ZSA9	NA
A0A8I5ZSB9	NA
A0A8I5ZSK6	NA
A0A8I5ZSN2	NA
A0A8I5ZSR6	rno:316085
A0A8I5ZSX1	NA
A0A8I5ZT00	NA
A0A8I5ZT21	NA
A0A8I5ZT32	NA
A0A8I5ZT43	NA
A0A8I5ZT78	NA
A0A8I5ZT94	NA
